url:Intro Footage,scale:Intro Footage,value:Intro Logo Colors,value:Show Title,text:Title Text,textFont:Title Text,value:Show Subtitle,text:Subtitle Text,textFont:Subtitle Text,text:Brand Name Text,textFont:Brand Name Text,text:Product Name Text,textFont:Product Name Text,url:Product Photo,scale:Product Photo,value:Number of Details,text:Detail 1 Text,textFont:Detail 1 Text,text:Detail 2 Text,textFont:Detail 2 Text,text:Detail 3 Text,textFont:Detail 3 Text,value:Show Colors,text:Colors Label,textFont:Colors Label,value:Number of Colors,text:Color 1 Value,textFont:Color 1 Value,text:Color 2 Value,textFont:Color 2 Value,text:Color 3 Value,textFont:Color 3 Value,text:Color 4 Value,textFont:Color 4 Value,text:Color 5 Value,textFont:Color 5 Value,value:Total Reviews,text:Reviews Label,textFont:Reviews Label,value:Product Star Rating,text:Review 1 Text,textFont:Review 1 Text,text:Review 1 Name,textFont:Review 1 Name,value:Review 1 Rating,text:Review 2 Text,textFont:Review 2 Text,text:Review 2 Name,textFont:Review 2 Name,value:Review 2 Rating,text:Review 3 Text,textFont:Review 3 Text,text:Review 3 Name,textFont:Review 3 Name,value:Review 3 Rating,url:Outro Image,scale:Outro Image,value:Outro Logo Colors,value:Show Subhead,text:Subhead Text,textFont:Subhead Text,value:Show Headline,text:Headline Text,textFont:Headline Text,url:Mogrt Audio,audioPreference:Mogrt Audio,preset:id
Video_Mountains.mp4,fill_frame,1,TRUE,Summit Ready Adventures,SourceSerif4-Bold,FALSE,Performance Gear for Every Trail,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Alpine Trail 35L Hiking Pack,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Ergonomic padded straps provide all-day comfort,SourceSans3-Bold,Water resistant fabric keeps your gear dry in light rain,SourceSans3-Bold,Multiple compartments make organizing essentials simple,SourceSans3-Bold,TRUE,Available colors,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,User Reviews,SourceSans3-Bold,5,This backpack feels incredibly durable and fits everything I need for a full day hike.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,The storage layout is smart and keeps my gear perfectly organized.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Comfortable to wear even when fully loaded on steep trails.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Shop the latest gear at,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Aventuras listas para la cumbre,SourceSerif4-Bold,TRUE,Equipo de rendimiento para cada sendero,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Mochila de senderismo Alpine Trail 35L,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Correas ergonómicas acolchadas para comodidad diaria,SourceSans3-Bold,El tejido resistente al agua mantiene tu equipo seco con lluvia ligera,SourceSans3-Bold,Múltiples compartimentos facilitan la organización de lo esencial,SourceSans3-Bold,TRUE,Colores disponibles,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Opiniones de usuarios,SourceSans3-Bold,5,Esta mochila se siente increíblemente duradera y cabe todo lo que necesito para una caminata de día completo.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,La distribución del almacenamiento es inteligente y mantiene mi equipo perfectamente organizado.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Cómoda de llevar incluso cuando está completamente cargada en senderos empinados.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Compra el equipo más reciente en,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Bereit für Gipfelabenteuer,SourceSerif4-Bold,TRUE,Performance-Ausrüstung für jeden Trail,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Alpine Trail 35L Wanderrucksack,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Ergonomisch gepolsterte Gurte bieten ganztägigen Komfort,SourceSans3-Bold,Wasserabweisendes Material hält Ausrüstung trocken,SourceSans3-Bold,Mehrere Fächer erleichtern die Organisation deiner Essentials,SourceSans3-Bold,TRUE,Verfügbare Farben,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Nutzerbewertungen,SourceSans3-Bold,5,Dieser Rucksack ist robust und bietet Platz für alles auf einer Tageswanderung.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,Die Aufteilung ist durchdacht und hält meine Ausrüstung perfekt organisiert.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,"Angenehm zu tragen, selbst voll beladen auf steilen Trails.",SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Entdecke die neueste Ausrüstung auf,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Aventures prêtes pour le sommet,SourceSerif4-Bold,TRUE,Équipement performant pour chaque sentier,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Sac de randonnée Alpine Trail 35L,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Bretelles ergonomiques rembourrées pour un confort optimal,SourceSans3-Bold,Tissu résistant à l’eau garde l’équipement au sec,SourceSans3-Bold,Plusieurs compartiments facilitent l’organisation des essentiels,SourceSans3-Bold,TRUE,Couleurs disponibles,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Avis des utilisateurs,SourceSans3-Bold,5,Ce sac à dos semble incroyablement robuste et contient tout ce dont j’ai besoin pour une randonnée d’une journée.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,L’organisation du rangement est intelligente et garde mon équipement parfaitement ordonné.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Confortable à porter même complètement chargé sur des sentiers raides.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Découvrez le dernier équipement sur,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Avventure pronte per la vetta,SourceSerif4-Bold,TRUE,Attrezzatura performante per ogni sentiero,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Zaino da trekking Alpine Trail 35L,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Gli spallacci ergonomici imbottiti offrono comfort per tutto il giorno,SourceSans3-Bold,Tessuto resistente all’acqua mantiene l’attrezzatura asciutta,SourceSans3-Bold,I molteplici scomparti rendono semplice organizzare l’essenziale,SourceSans3-Bold,TRUE,Colori disponibili,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Recensioni utenti,SourceSans3-Bold,5,Questo zaino sembra incredibilmente resistente e contiene tutto ciò che mi serve per un’escursione di un giorno.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,La disposizione degli spazi è intelligente e mantiene la mia attrezzatura perfettamente organizzata.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Comodo da indossare anche completamente carico su sentieri ripidi.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Scopri l’ultima attrezzatura su,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Aventuras prontas para o cume,SourceSerif4-Bold,TRUE,Equipamento de alto desempenho para todos os trilhos,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Mochila de caminhada Alpine Trail 35L,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Alças ergonómicas acolchoadas para conforto diário,SourceSans3-Bold,Tecido resistente à água mantém o equipamento seco,SourceSans3-Bold,Vários compartimentos facilitam a organização dos essenciais,SourceSans3-Bold,TRUE,Cores disponíveis,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Avaliações dos utilizadores,SourceSans3-Bold,5,Esta mochila parece incrivelmente durável e leva tudo o que preciso para uma caminhada de dia inteiro.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,A disposição do armazenamento é inteligente e mantém o meu equipamento perfeitamente organizado.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Confortável de usar mesmo totalmente carregada em trilhos íngremes.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Compra o equipamento mais recente em,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Klaar voor topavonturen,SourceSerif4-Bold,TRUE,Prestatie-uitrusting voor elk pad,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Alpine Trail 35L wandelrugzak,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Gevoerde schouderbanden voor comfort de hele dag,SourceSans3-Bold,Waterafstotende stof houdt je uitrusting droog bij lichte regen,SourceSans3-Bold,Meerdere vakken maken het organiseren van essentials eenvoudig,SourceSans3-Bold,TRUE,Beschikbare kleuren,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Gebruikersreviews,SourceSans3-Bold,5,Deze rugzak voelt ongelooflijk duurzaam aan en past alles wat ik nodig heb voor een dagtocht.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,De indeling is slim en houdt mijn uitrusting perfect georganiseerd.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,"Comfortabel te dragen, zelfs volledig geladen op steile paden.",SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Shop de nieuwste uitrusting op,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Przygody gotowe na szczyt,SourceSerif4-Bold,TRUE,Wydajny sprzęt na każdy szlak,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Plecak trekkingowy Alpine Trail 35L,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,"Ergonomiczne, wyściełane paski zapewniają komfort przez cały dzień",SourceSans3-Bold,Wodoodporna tkanina chroni Twój sprzęt podczas lekkiego deszczu,SourceSans3-Bold,Wiele przegród ułatwia organizację niezbędnych rzeczy,SourceSans3-Bold,TRUE,Dostępne kolory,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Opinie użytkowników,SourceSans3-Bold,5,"Ten plecak jest niezwykle wytrzymały i mieści wszystko, czego potrzebuję na całodniową wędrówkę.",SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,Układ kieszeni jest przemyślany i idealnie porządkuje mój sprzęt.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Wygodny do noszenia nawet w pełni załadowany na stromych szlakach.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Kup najnowszy sprzęt na,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Klar til topeventyr,SourceSerif4-Bold,TRUE,Ydelsesudstyr til enhver sti,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Alpine Trail 35L vandrerygsæk,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Ergonomiske polstrede stropper giver komfort hele dagen,SourceSans3-Bold,Vandafvisende stof holder dit udstyr tørt i let regn,SourceSans3-Bold,Flere rum gør det nemt at organisere dine vigtigste ting,SourceSans3-Bold,TRUE,Tilgængelige farver,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Brugeranmeldelser,SourceSans3-Bold,5,"Denne rygsæk føles utrolig holdbar og rummer alt, hvad jeg behøver til en heldagstur.",SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,Opdelingen er smart og holder mit udstyr perfekt organiseret.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Behagelig at bære selv fuldt læsset på stejle stier.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Shop det nyeste udstyr på,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
Video_Mountains.mp4,fill_frame,1,TRUE,Redo för toppäventyr,SourceSerif4-Bold,TRUE,Prestandautrustning för varje led,SourceSans3-Bold,TrekNorth,SourceSans3-Bold,Alpine Trail 35L vandringsryggsäck,SourceSerif4-Bold,Product_Backpack.jpg,fit_to_frame,3,Ergonomiska vadderade remmar ger komfort hela dagen,SourceSans3-Bold,Vattenavvisande tyg håller din utrustning torr i lätt regn,SourceSans3-Bold,Flera fack gör det enkelt att organisera det viktigaste,SourceSans3-Bold,TRUE,Tillgängliga färger,SourceSerif4-Bold,5,1A2B3C,SourceSans3-Bold,3F704D,SourceSans3-Bold,7C4DFF,SourceSans3-Bold,FF6F3C,SourceSans3-Bold,A1B2C3,SourceSans3-Bold,284,Användarrecensioner,SourceSans3-Bold,5,Den här ryggsäcken känns otroligt slitstark och rymmer allt jag behöver för en dagsvandring.,SourceSerif4-Bold,Liam T.,SourceSans3-Bold,5,Förvaringslayouten är smart och håller min utrustning perfekt organiserad.,SourceSerif4-Bold,Sophie M.,SourceSans3-Bold,4,Bekväm att bära även fullt lastad på branta leder.,SourceSerif4-Bold,Ava L.,SourceSans3-Bold,5,Photo_Mountains.jpg,fill_frame,0,TRUE,Shoppa den senaste utrustningen på,SourceSans3-Bold,TRUE,wknd.site/store,SourceSerif4-Bold,Music_Track3.wav,replace,ffs_video_api_square_1080p_hq
